company_name,job_title,salary,workplace
湖南潭州教育网络科技有限公司成都分公司,python助教提供两餐接受实习生,4.5-6千/月,成都-高新区
深圳商虫云网络有限公司,爬虫开发工程师,1-2万/月,深圳
深圳前海移联科技有限公司,爬虫开发工程师,1.2-1.8万/月,深圳-南山区
成都无糖信息技术有限公司,Python开发工程师,0.8-1.4万/月,成都-高新区
上海育创网络科技股份有限公司,python讲师,1-1.5万/月,上海-浦东新区
上海天玑科技股份有限公司,Python开发工程师,1.5-2万/月,杭州
上海德拓信息技术股份有限公司,数据爬虫工程师,0.7-1.2万/月,上海-徐汇区
融投世界科技有限公司沈阳分公司,网络爬虫工程师,1-2.5万/月,沈阳
融投世界科技有限公司,网络爬虫工程师,1-2万/月,异地招聘
北京柯锐特信息技术有限公司,Python开发工程师,1-1.5万/月,北京
深圳市荣创投资管理有限公司,区块链-python工程师,1-1.8万/月,深圳-南山区
广州千寻大数据科技有限公司,Python开发工程师,1.5-2万/月,广州-天河区
二六三网络通信股份有限公司,JAVA开发工程师(爬虫）,1.2-1.8万/月,杭州-西湖区
上海融斗金融信息服务有限公司,爬虫开发工程师,1.5-2.5万/月,上海-长宁区
怡和科技（上海）有限公司,开发实习生-大数据（可留用）,0.8-1.2万/月,上海-黄浦区
广州名城建筑设计院有限公司,数据采集工程师/数据挖掘工程师,0.8-1万/月,广州-天河区
广州西洋汇信息技术有限公司,全栈工程师,1.5-2万/月,广州-海珠区
广州西洋汇信息技术有限公司,,0.5-1万/月,广州-海珠区
湖南新环境房地产经纪连锁有限公司,急聘系统架构师税后15K,1.4-1.5万/月,长沙-雨花区
上海玩胜网络科技有限公司广州分公司,Python开发工程师（实习）,4-6千/月,广州-天河区
北京世纪超星信息技术发展有限责任公司,爬虫工程师,5-6千/月,北京-海淀区
广州森美浪贸易有限公司,爬虫开发工程师,7-10万/月,广州-越秀区
杭州有数金融信息服务有限公司,爬虫开发工程师(2019届应届生),2-4千/月,杭州-江干区
厦门蒙友互联软件有限公司,ASP.NET开发工程师,0.8-1.6万/月,异地招聘
厦门蒙友互联软件有限公司,ASP.NET开发工程师,0.8-1.6万/月,异地招聘
厦门蒙友互联软件有限公司,ASP.NET开发工程师,0.8-1.6万/月,异地招聘
广东优德科技有限公司,PHP高级工程师,0.8-1.2万/月,广州-天河区
广东优德科技有限公司,PHP高级工程师,0.8-1.2万/月,异地招聘
深圳天源迪科信息技术股份有限公司北京办事处,大数据开发工程师,1-1.5万/月,北京-海淀区
上海海晏威固国际贸易有限公司,信息技术经理,0.8-1万/月,上海-杨浦区
广东长隆集团有限公司,大数据工程师,1-1.5万/月,广州-番禺区
华大基因,中级数据审编工程师,0.8-1.2万/月,武汉
江苏天康物业服务有限公司,大数据架构师,1-1.5万/月,苏州
深圳梵谷人力资源有限公司,爬虫开发工程师,1.5-2.5万/月,异地招聘
深圳梵谷人力资源有限公司,爬虫开发工程师,1.5-2.5万/月,异地招聘
深圳梵谷人力资源有限公司,爬虫开发工程师,1.5-2.5万/月,异地招聘
上海冰鉴信息科技有限公司,爬虫开发工程师,14-32万/年,成都-高新区
苏州橘子网络科技股份有限公司,爬虫开发工程师,0.7-1.5万/月,苏州
广东优德科技有限公司,Python工程师,0.5-1万/月,广州-天河区
重庆云上航空票务股份有限公司,数据爬虫工程师,0.6-1.2万/月,重庆
珠海市智图数研信息技术有限公司,爬虫工程师,0.8-1.5万/月,珠海-香洲区
富士康科技集团New PCEBG事业群,Python应用开发工程师,1-1.5万/月,深圳-南山区
上海基分文化传播有限公司,Python开发工程师,2-3.5万/月,上海-浦东新区
厦门艾帝尔斯进出口有限公司,Python高级开发工程师,4-6千/月,厦门
浙江智普信用评估有限公司,python实习生,2-3千/月,杭州-余杭区
浙江联保网络技术有限公司,,2-3千/月,杭州-拱墅区
上海画龙信息科技有限公司,,3-4.5千/月,上海-徐汇区
广东优德科技有限公司,,3-5千/月,广州-天河区
广州壹零软件技术有限公司,爬虫开发工程师,1-1.5万/月,广州-天河区
深圳市源极光科技有限公司,Python开发工程师,1-1.5万/月,深圳-南山区
深圳市前海谷雨网络科技有限公司,Python开发工程师,1.5-2万/月,深圳-南山区
重庆誉存大数据科技有限公司,网络爬虫工程师,0.6-1.5万/月,重庆-渝北区
中冶赛迪重庆信息技术有限公司,中高级爬虫工程师,1.2-2.4万/月,重庆
Transcosmos,PHP中级开发工程师,1-1.5万/月,上海-静安区
北京永信至诚科技股份有限公司,渗透测试工程师/安全工程师（实验室职位）,1-2.5万/月,北京
成都大淘客科技有限公司,数据采集工程师,1.5-2万/月,成都-高新区
四川无声信息技术有限公司,协议分析工程师,0.8-1万/月,成都
中天金融集团股份有限公司,客户画像工程师,1-1.5万/月,贵阳
上海之江生物科技股份有限公司,深度学习算法工程师（之江智能）,1-2.5万/月,上海-闵行区
年享人力资源管理（上海）有限公司,Python开发工程师,1.5-2万/月,上海-黄浦区
深圳市谷熊网络科技有限公司,Python高级开发工程师,1-1.5万/月,深圳-福田区
达内时代科技集团有限公司,Python讲师 (MJ004002),1.5-3万/月,北京
爱信诺征信有限公司,网络爬虫工程师,0.7-1万/月,北京-海淀区
成都智库二八六一信息技术有限公司,python工程师,1-2万/月,成都-高新区
上海载和网络科技有限公司,Python工程师,1-1.5万/月,上海-浦东新区
杭州深绘智能科技有限公司,爬虫开发工程师,1.5-3万/月,成都-双流区
北京天行网安信息技术有限责任公司,Python开发工程师,1-1.5万/月,北京-海淀区
艾瑞咨询集团,爬虫研发工程师,0.5-1万/月,上海-徐汇区
艾瑞咨询集团,爬虫研发主管,1-1.8万/月,上海-徐汇区
深圳市祺浩达科技有限公司,初级Python开发工程师-爬虫,5-8千/月,深圳-南山区
北京欣如信科技有限公司,Python助理（爬虫）,4.5-6千/月,异地招聘
深圳市库瑞德科技有限公司,2018年Python爬虫工程师,5-6千/月,南宁
深圳电竞风暴科技有限公司,Python高级爬虫工程师,2.5-3.5万/月,深圳-南山区
上海汇正财经顾问有限公司,爬虫开发主管（Python语言）,2.5-3万/月,上海
安徽科大国创云网科技有限公司,高级软件工程师,0.8-1.5万/月,合肥
广州西洋汇信息技术有限公司,高级全栈工程师,2-3万/月,广州-海珠区
上海方立数码科技有限公司,自然语言处理工程师,2.5-5万/月,上海-普陀区
广州国萃花卉交易有限公司,数据分析员,6-8千/月,广州-荔湾区
湖南新环境房地产经纪连锁有限公司,急聘系统架构师15K,1.4-2万/月,长沙-雨花区
北京万方软件股份有限公司,软件开发工程师,0.5-1万/月,北京
北京北信源软件股份有限公司,大数据采集研发工程师,0.8-1.2万/月,南京
中山市盛游网络科技有限公司,嵌入式逆向工程师,2-5万/月,异地招聘
济南展达电子技术有限公司,Java开发工程师,3-6千/月,济南-市中区
瀚华金控股份有限公司,大数据开发工程师/数据仓库ETL工程师,0.6-1万/月,重庆-渝北区
广州合摩计算机科技有限公司,文本挖掘算法工程师,20-30万/年,广州-天河区
杭州有盾网络科技有限公司,图像算法工程师,1.7-3.5万/月,杭州-滨江区
南京辰阔网络科技有限公司,Java开发工程师,1-1.4万/月,南京
上海焕兴网络科技有限公司,网络安全研发工程师,0.8-1.5万/月,杭州-西湖区
聚信立,C#开发工程师,0.6-1万/月,上海-徐汇区
上海逸默智能科技有限公司,高级开发工程师/高级爬虫工程师,0.6-1.2万/月,重庆-渝北区
广州火焰信息科技有限公司,爬虫开发实习生,2-4千/月,广州-海珠区
深圳市卓达电子有限公司,PHP PYTHON开发工程师,0.8-2万/月,深圳
西安亿商汇聚信息技术有限公司,Java开发爬虫工程师,6-8千/月,西安
上海靖奇投资管理有限公司,高级Python软件工程师/Python构架师,2-3万/月,上海-徐汇区
上海东篱信息科技有限公司,Python开发工程师,0.7-1.4万/月,上海-徐汇区
浙江知桥知识产权代理有限公司,文字/图片爬虫工程师,6-8千/月,杭州-西湖区
成都国星宇航科技有限公司,爬虫工程师（中级）,0.5-1万/月,成都-高新区
北京商高科技有限公司,Python开发工程师,2-2.5万/月,北京-丰台区
北京麦圃国际咨询顾问有限公司,中级程序员（Python）,0.8-1.3万/月,北京-朝阳区
上海微盟企业发展有限公司,爬虫开发工程师,1.8-3万/月,上海-宝山区
北京一览科技有限公司,高级网络爬虫工程师,2-4万/月,北京-朝阳区
上海商有网络科技有限公司,爬虫开发工程师,1.5-2.5万/月,上海-嘉定区
深圳市创业二路科技有限公司,python讲师,1.5-2万/月,深圳-宝安区
上海橘涞金融信息服务有限公司,PHP 数据分析 爬虫 开发工程师,6-8千/月,上海-浦东新区
广州市诚毅科技软件开发有限公司,,0.8-1.2万/月,广州
广州聚焦网络技术有限公司,爬虫工程师,1-2万/月,广州
北京中环信科科技股份有限公司,爬虫工程师,1-1.5万/月,北京
“前程无忧”51job.com（光谷）,Python开发工程师,,武汉-洪山区
广州时时美电子商务有限公司,python 开发工程师,0.6-1.2万/月,广州-荔湾区
上海奉贤区八维宏烨培训学校,python高级讲师,1.5-2万/月,上海-奉贤区
广东亿迅科技有限公司,爬虫工程师,1.4-2.8万/月,广州-海珠区
西安华众电子科技股份有限公司,Python开发工程师,0.5-1.5万/月,西安
深圳市新国都技术股份有限公司,网络爬虫工程师,1.5-2.5万/月,深圳-南山区
深圳市好科科技有限公司,Python高级开发工程师,1-2.5万/月,深圳-南山区
PPmoney万惠集团,爬虫工程师 (MJ000769),1-3万/月,异地招聘
四川万益能源科技有限公司,ETL兼爬虫工程师,1-1.5万/月,成都
汇正财经上海分公司,爬虫开发工程师（三年爬虫经验优先）,2-3万/月,上海
苏州盈天地资讯科技有限公司,数据开发&爬虫工程师,5-8千/月,苏州-高新区
上海数据交易中心有限公司,大数据研发工程师,1.5-2.5万/月,上海
广州浩瀚汇通信息科技有限公司,算法工程师（专家）,2-4万/月,广州-天河区
广州浩瀚汇通信息科技有限公司,高级算法工程师,1.5-2万/月,广州-天河区
广州浩瀚汇通信息科技有限公司,算法工程师,1.2-3.3万/月,广州-天河区
郑州金惠计算机系统工程有限公司,研发工程师,1-1.5万/月,北京-海淀区
浙江瀚叶股份有限公司上海分公司,爬虫工程师,1.5-2千/月,上海-浦东新区
上海复星高科技（集团）有限公司,爬虫工程师,1.5-2千/月,上海-徐汇区
广州润普网络科技有限公司,Python开发工程师,4-7千/月,广州-天河区
北京小红花科技有限公司,大数据工程师----实习生/毕业生/***,3-6千/月,北京-朝阳区
TCL集团工业研究院,人工智能及大数据研究方向实习生,2-3千/月,武汉
上海芬木网络科技发展有限公司,金融软件开发工程师（Java）,1-2.5万/月,上海-闵行区
深圳市长亮科技股份有限公司,JAVA开发（上海平安银行常驻）,1-2万/月,上海
上海方立数码科技有限公司,自然语言处理工程师 （实习）,3-6万/月,上海-普陀区
上海方立数码科技有限公司,初级语义工程师,0.8-2万/月,上海-普陀区
百纳（武汉）信息技术有限公司,Java开发工程师,1-1.5万/月,武汉-洪山区
泰豪迈能,算法工程师,15-20万/年,上海-长宁区
南昌市潘达奇科技有限责任公司,php程序员,0.7-1.2万/月,南昌
安徽人与科技发展股份有限公司,,0.5-1万/月,合肥
车音智能科技有限公司,信息安全工程师,1.5-2万/月,深圳-南山区
武汉志嘉伟业科技有限公司,大数据工程师,10-15万/年,武汉-武昌区
东华软件股份公司,数据抓取工程师,0.8-1.6万/月,成都
广州每信信息科技有限公司,爬虫讲师,15-20万/年,异地招聘
北京汉能光伏投资有限公司,爬虫工程师,1.5-2万/月,北京
北京TMO管理咨询有限公司,Python开发工程师,1.5-2万/月,北京
北京千锋互联科技有限公司,python讲师,2.5-3万/月,武汉-洪山区
中经网数据有限公司,爬虫开发工程师,0.7-1.6万/月,北京-西城区
南京国图信息产业有限公司,中级python开发工程师,1-1.5万/月,南京
上海博泰悦臻电子设备制造有限公司,爬虫方向开发工程师,,上海
北京盛德信联科技有限公司,web爬虫和分析工程师,1.5-2万/月,北京
上海十露盘科技有限公司,Python开发工程师,1.5-2.5万/月,上海-浦东新区
苏州派维斯信息科技有限公司,Python开发工程师,5-8千/月,苏州-高新区
武汉莱博信息技术有限公司,python开发工程师（实习职位）,1.5-2.5千/月,武汉-洪山区
熵一资产管理（上海）有限公司,,120元/天,上海-浦东新区
广州龙骐贸易有限公司,Python实习生,3-4.5千/月,广州-白云区
上海斯睿德信息技术有限公司,Python工程师,5-8千/月,上海
上海斯睿德信息技术有限公司,,100元/天,上海-浦东新区
有米科技股份有限公司,,70元/天,广州
深圳市芒柠科技有限公司,高级爬虫工程师,1.5-2.5万/月,深圳-南山区
上海画龙信息科技有限公司,资深爬虫工程师,20-40万/年,上海-徐汇区
万宝盛华企业管理咨询（上海）有限公司,爱尔兰电商咨询外企Python DevOps Engineer,1.5-2万/月,上海
上海众廉科技股份有限公司,爬虫开发工程师,0.6-1万/月,武汉
南京甄视智能科技有限公司（简称：小视科技）,高级爬虫工程师,1.3-1.8万/月,南京-江宁区
上海高重信息科技有限公司,爬虫开发工程师,1-1.5万/月,上海-静安区
北京融联世纪信息技术有限公司,Java开发工程师,1.5-2万/月,北京
北京华招易联信息技术有限公司,数据采集工程师,5-8千/月,南京-秦淮区
四创科技有限公司,大数据工程师,0.8-1.5万/月,福州
华泰财产保险有限公司,总公司数据管理部数据开发岗(004675),0.8-1万/月,长沙-雨花区
和金在线（北京）科技有限公司,大数据开发工程师,1-2万/月,上海-浦东新区
广州赛意信息科技股份有限公司,SCRAPY技术顾问(爬虫),1-1.5万/月,广州
印孚瑟斯技术（中国）有限公司,爬虫工程师-阿里外包,6-8千/月,杭州-滨江区
韦博网讯科技（北京）有限公司,爬虫开发工程师,1.5-2万/月,北京
深圳市鹏城汇科技有限公司,PHP+PYTHON开发工程师,1-1.5万/月,深圳-龙岗区
中兴软创科技股份有限公司,Python工程师,1-1.5万/月,南京-江宁区
东方瑞通（天津）IT培训与服务中心,python高级讲师,2000元/天,天津-南开区
南京擎盾信息科技有限公司,网络爬虫工程师,5-9千/月,南京-雨花台区
上海北风教育培训有限公司,Python讲师,1-1.5万/月,上海-浦东新区
深圳市源极光科技有限公司,爬虫工程师,1-2万/月,深圳-南山区
深圳市前海谷雨网络科技有限公司,爬虫开发工程师,1-2.5万/月,深圳-南山区
中冶赛迪重庆信息技术有限公司,初级爬虫工程师,0.6-1.2万/月,重庆
艾瑞咨询集团,Python爬虫开发工程师,1.5-3万/月,北京
银谷普惠信息咨询（北京）有限公司,python爬虫工程师,1-2万/月,北京-朝阳区
创业伞投资有限公司,数据开发工程师（python爬虫方向）,0.7-1.2万/月,上海-杨浦区
博能直融（上海）数据科技有限公司,Python爬虫工程师,20-40万/年,上海-青浦区
赛业（广州）生物科技有限公司,Python爬虫工程师,6-8千/月,广州
乐其网络科技有限公司,Python爬虫工程师（杭州）,0.8-1.5万/月,杭州-滨江区
四川超凡知识产权服务股份有限公司,,0.8-1万/月,成都-高新区
信励（上海）信息科技有限公司,数据采集工程师,1-2万/月,上海-杨浦区
郑州金惠计算机系统工程有限公司,研发经理,1.5-2万/月,北京-海淀区
苏宁消费金融有限公司,应用运维,1.5-2万/月,南京
上海迈坦信息科技有限公司,数据分析实习生,3-4.5千/月,上海-浦东新区
深圳市奥肯特科技有限公司,平台软件工程师,1.5-2万/月,深圳-南山区
上海宝尊电子商务有限公司,大数据工程师,,上海
湖南竞网智赢网络技术有限公司,BI工程师,1-1.5万/月,长沙
富德保险控股股份有限公司,数据开发岗,0.7-1.3万/月,深圳-龙岗区
上海水象金融信息服务有限公司,自然语言处理（NLP）工程师,1.5-4万/月,上海-闵行区
广州若羽臣科技股份有限公司,Web前端开发,3-8千/月,广州-黄埔区
浙江鸿程计算机系统有限公司,技术总监（工业大数据）,2.5-3万/月,杭州
苏州工品汇信息科技有限公司,数据开发工程师,0.9-1.8万/月,苏州-工业园区
上海辛辣网络科技有限公司,PHP开发工程师,1-2万/月,上海-徐汇区
广东民询通征信有限公司,技术总监,1.5-2万/月,广州-海珠区
上海好居信息科技有限公司,爬虫开发工程师,1.5-3万/月,上海-浦东新区
武汉科思沃斯教育科技有限公司,Python讲师,0.8-1万/月,武汉
重庆猪八戒网络有限公司,爬虫开发工程师,0.6-1万/月,重庆-渝北区
杭州卓典金融信息服务有限公司,爬虫开发工程师,1.5-3万/月,杭州-江干区
星空文化传媒（广州）股份有限公司,python量化交易,1-2万/月,广州-天河区
上海企创信息科技有限公司,高级爬虫研发工程师/架构师,1.5-2万/月,上海-普陀区
四川斐讯信息技术有限公司,爬虫工程师,1-1.5万/月,成都-高新区
清美CG武汉学院,python讲师,8-10万/年,武汉-洪山区
河南新华电脑学院,网络爬虫开发讲师（五险一金）,0.8-1万/月,郑州-中原区
游族网络,Python开发工程师-base北京,1.2-1.8万/月,北京-东城区
MobData大数据云平台,爬虫开发工程师,1.5-3万/月,上海-徐汇区
翔傲信息科技（上海）有限公司,资深爬虫工程师（电商、媒体）,1.5-2.5万/月,上海-普陀区
爱客科技（深圳）有限公司,高级爬虫组开发经理,2.5-5万/月,深圳-南山区
浙江浙大中控信息技术有限公司,爬虫工程师,1-1.5万/月,杭州-滨江区
北京八维研修学院,Python教学研发经理,2-2.5万/月,北京-海淀区
数营米谱（上海）网络科技有限公司,高级爬虫工程师,2-2.5万/月,上海
房价网/fangjia.com,pyhon爬虫工程师,6-8千/月,上海-长宁区
武汉莱博信息技术有限公司,数据采集/爬虫（实习生）,1.5-2.5千/月,武汉-洪山区
广州金科企业征信有限公司,爬虫工程师,0.8-1.5万/月,广州-天河区
永安期货股份有限公司,爬虫开发工程师,15-20万/年,杭州-江干区
浙江大华技术股份有限公司,爬虫工程师,15-25万/年,杭州-滨江区
网易集团,高级爬虫工程师,1.5-2万/月,广州-天河区
宜信公司,Phthon爬虫开发工程师(10022210),2.5-3万/月,北京
拓达云计算有限公司,Python讲师,0.8-1.2万/月,郑州-金水区
华院分析技术（上海）有限公司,爬虫工程师,0.8-1万/月,成都
北京九城口岸软件科技有限公司,爬虫工程师,0.8-1.5万/月,广州
上海阿吉豆投资管理咨询有限公司,数据应用工程师（算法分析应用）,1.8-2.2万/月,上海-闵行区
湖南新环境房地产经纪连锁有限公司,急聘系统架构师15K,1-1.5万/月,长沙-雨花区
北京TMO管理咨询有限公司,Java开发工程师,1-1.5万/月,北京
南京药石科技股份有限公司,机器学习工程师,0.9-1.6万/月,南京-浦口区
上海链集电子商务有限公司,后端高级研发工程师（架构方向）,1.5-5万/月,上海-普陀区
广东东创投资控股有限公司,数据专员实习生,2-3千/月,广州-海珠区
北京恒美广告有限公司上海分公司,数据分析主管,1.5千/月,上海
北京大数元科技发展有限公司,实习生(计算机、财政、财务相关专业),2-3千/月,北京-海淀区
深圳平安综合金融服务有限公司（平安金服）,数据分析师（深圳，集团合规团队）,14-28万/年,深圳
上海泽恩实业有限公司,高级数据处理工程师,2-2.5万/月,上海
红上至信商务信息咨询（上海）有限公司,Python爬虫工程师,0.6-1万/月,西安-碑林区
西安图迹信息科技有限公司,数据分析师,0.8-1万/月,西安-高新技术...
北京华招易联信息技术有限公司,Java高级开发工程师（食药监项目）,1-1.5万/月,南京-秦淮区
中电长城网际系统应用有限公司,安全研究员,1-1.4万/月,北京-昌平区
上海讯实网络科技有限公司,初级运维,4-6千/月,南京-雨花台区
上海讯实网络科技有限公司,DBA/ETL工程师（MySQL方向）,1-1.5万/月,南京-雨花台区
广州亿图自动控制系统有限公司,大数据开发工程师,0.8-1万/月,广州
杭州鲍洱机电有限公司,网络工程师,6-8千/月,杭州-滨江区
港华投资有限公司,数据运营专员,6-7千/月,苏州
山西绿萝科技有限公司,人工智能实习生,3-4.5千/月,太原
辽宁立科信息工程有限公司,Java开发工程师（数据抓取）,0.7-1.2万/月,沈阳-和平区
广州龙骐贸易有限公司,Python开发工程师,1-1.5万/月,广州-白云区
艾瑞咨询集团,技术副总监,2-4万/月,北京
深圳自然一度科技有限公司,ODOO开发工程师,1.5-2.5万/月,异地招聘
深圳自然一度科技有限公司,ODOO开发工程师,1.5-2.5万/月,异地招聘
智慧芽信息科技（苏州）有限公司,高级软件工程师 （大数据处理）,1.5-2.5万/月,苏州-工业园区
上海特思尔大宇宙商务咨询有限公司,PHP开发工程师,1-1.5万/月,上海-静安区
北京鼎普科技股份有限公司,爬虫工程师,1-2万/月,北京
艺诺艺术有限公司,中高级Python开发工程师,1.5-2万/月,上海-徐汇区
某外资上市人力资源公司,数据爬虫工程师,1.2-1.6万/月,北京-朝阳区
南京小安信息科技有限公司,网络爬虫工程师,1-1.5万/月,深圳-宝安区
北京TMO管理咨询有限公司,数据分析1004,2-5千/月,北京
北京北大方正电子有限公司,数据采集工程师J11314,2-3千/月,异地招聘
广州若羽臣科技股份有限公司,Web前端开发（实习生）,2-4千/月,广州
北京TMO管理咨询有限公司,数据分析1001,2-5千/月,异地招聘
北京TMO管理咨询有限公司,数据分析1003,2-5千/月,异地招聘
北京TMO管理咨询有限公司,数据分析1001,2-5千/月,异地招聘
重庆维普资讯有限公司,中级软件工程师(Python),0.6-1.2万/月,重庆-渝北区
华夏信财股权投资管理有限公司,Java工程师（爬虫、数据分析、大数据方向）,1.5-2万/月,上海-浦东新区
广东蔚海移动发展有限公司,爬虫工程师,0.8-1.5万/月,广州
北京天宇威视科技股份有限公司,Java爬虫开发工程师,6-8千/月,北京-海淀区
深圳市易世通达贸易有限公司,高级爬虫工程师,1.2-1.8万/月,深圳-南山区
北京乐卡车联科技有限公司,高级大数据抓取工程师,1-1.5万/月,北京-朝阳区
魔方公寓,BI工程师,1-1.5万/月,上海-闵行区
北京泛鹏天地科技股份有限公司,数据建模分析师,0.8-1.5万/月,北京
中电长城网际系统应用有限公司,安全工程师,0.8-1.2万/月,北京-昌平区
上海数据交易中心有限公司,爬虫开发工程师,1.5-2万/月,上海
广州浩瀚汇通信息科技有限公司,爬虫专家/爬虫高级研发,1.5-2.5万/月,广州-天河区
杭州大树网络技术有限公司,爬虫工程师,1-2万/月,杭州-拱墅区
欢聚时代（多玩YY）,爬虫工程师 (MJ000927),1-1.7万/月,异地招聘
通联数据股份公司,爬虫工程师-南京-00251,0.7-1.5万/月,南京-建邺区
深圳市学灯教育科技有限公司,爬虫开发工程师,0.8-1.2万/月,广州-天河区
深圳市芒柠科技有限公司,Python开发工程师,0.8-1.5万/月,深圳-南山区
华夏信财股权投资管理有限公司,Java工程师（爬虫、大数据方向）,1.5-2.5万/月,上海-浦东新区
北京传智播客教育科技有限公司,Python就业指导老师(J10736),1-1.5万/月,北京-顺义区
传智播客教育集团顺义校区,python助教,1-1.5万/月,北京-顺义区
北京传智播客教育科技有限公司,python研发工程师(J11045),1-2万/月,北京-昌平区
福州网乐网络科技有限公司,Python开发工程师,0.8-1.6万/月,异地招聘
江苏普非信息科技有限公司,python 爬虫工程师（优秀应届生可培养）,4.5-6千/月,南京-浦口区
广东盟讯科技有限公司,Python爬虫工程师(双休 7险1金),0.5-1万/月,广州-番禺区
成都传不科技有限公司,数据分析/python爬虫数据采集,0.7-1万/月,成都-武侯区
北京传智播客教育科技有限公司,python研发工程师（爬虫方向）(J11045),1.5-2.2万/月,北京-昌平区
广州市云润大数据服务有限公司,爬虫开发工程师/采集器工程师(python),0.6-1.5万/月,广州-天河区
中译语通科技（青岛）有限公司,数据采集工程师,6-8千/月,青岛-城阳区
深圳达闼科技控股有限公司,数据工程师(NLP),1.7-3.4万/月,北京-朝阳区
南京药石科技股份有限公司,机器学习工程师,0.9-1.6万/月,异地招聘
财华金科网络技术开发（深圳）有限公司,测试工程师,0.8-1万/月,深圳
深圳怀新企业投资顾问股份有限公司,java高级工程师,1-1.5万/月,深圳
上海傲硕信息科技有限公司,数据处理（实习生）,200元/天,上海-浦东新区
小黄狗环保科技有限公司,数据分析师,0.8-1.5万/月,深圳-南山区
上海鹏越惊虹信息技术发展有限公司,Java资深程序员,0.8-1万/月,上海-浦东新区
广州轩浪电子商务有限公司,人工智能研发工程师/专家,2-2.5万/月,广州-荔湾区
天津开发区先特网络系统有限公司,软件工程师,0.8-1.2万/月,天津-南开区
广州康众普计算机科技有限公司,PHP高级开发工程师 10k-15k/月,1-1.5万/月,广州-海珠区
中信百信银行股份有限公司,模型开发工程师-大数据中心-信息技术部-研发,3-5万/月,北京-朝阳区
成都柠檬云网络技术有限公司,中级WEB全栈工程师,1-1.5万/月,成都-高新区
上海登飞计算机科技有限公司,java 高级开发工程师（上海.徐家汇）,1-1.5万/月,上海
中国铁道科学研究院电子计算技术研究所,大数据研发/分析工程师(ASP),1-3万/月,北京-海淀区
广州牵引力教育科技有限公司,Python老师,0.6-1.2万/月,重庆-渝中区
广东广业开元科技有限公司,中高级爬虫工程师,0.8-2万/月,广州
北京国研网信息有限公司,爬虫开发工程师,1-2.5万/月,北京-东城区
上海云济信息科技有限公司,爬虫经理,,上海-徐汇区
成都云幽科技有限公司,Python培训讲师,0.7-1.5万/月,成都-高新区
深圳市汇星数字技术有限公司,爬虫开发工程师,0.7-1万/月,深圳-南山区
有米科技股份有限公司,爬虫工程师,1.4-2.5万/月,广州-番禺区
北京千锋互联科技有限公司广州分公司,python讲师,2-3万/月,广州-天河区
玑脉（上海）数据技术有限公司,资深爬虫工程师,1-1.5万/月,上海-杨浦区
浙江优正网络科技有限公司,爬虫开发工程师,1-1.4万/月,南京-雨花台区
黑龙江中软国际信息技术有限公司,Python助教,3-4.5千/月,哈尔滨-南岗区
挚享科技（上海）有限公司,爬虫开发工程师,1.5-2.5万/月,上海-长宁区
湖南弯弓信息科技有限公司,python工程师,0.8-1.5万/月,长沙-岳麓区
南京安信达信息科技有限公司,数据爬虫工程师,1-2万/月,南京-雨花台区
北京水象科技有限公司,爬虫研发经理,2-3.5万/月,北京-丰台区
北京风行盛世文化传播有限公司,Python开发工程师,1-1.5万/月,北京
成都恒图教育咨询有限公司,python编程讲师,350元/天,成都-青羊区
北京华数宝科技有限公司,高级爬虫工程师,1.5-2.5万/月,北京-海淀区
平安科技（深圳）有限公司,爬虫工程师(深圳),1.5-3万/月,深圳-福田区
新华三技术有限公司,大数据Python软件开发工程师/高级工程师,1-2万/月,郑州
上海源创房屋销售有限公司,PHP开发工程师（可实习）,4-8千/月,上海-静安区
温州铭诚网络科技有限公司长沙分公司,技术员,3-3.5千/月,长沙-开福区
北京搜狗科技发展有限公司,网址导航-php高级开发工程师,2-4万/月,北京-海淀区
虎彩印艺股份有限公司,高级数据分析师,0.6-1万/月,广州-天河区
深圳自然一度科技有限公司,ODOO开发工程师,1.5-2.5万/月,异地招聘
深圳市光速度科技有限公司,php开发工程师（坂田）,0.5-1万/月,深圳-龙岗区
重庆市瑞德铭科技发展有限公司成都分公司,hadoop大数据工程师（腾讯正式岗）,0.8-1.6万/月,深圳-南山区
智慧芽信息科技（苏州）有限公司,NLP自然语言处理工程师,1.5-2.5万/月,上海-静安区
成都无糖信息技术有限公司,初级数据分析师,4-8千/月,成都-高新区
南京基食信息技术有限公司,DBA/数据库开发工程师（MySQL偏开发方向）,1-1.5万/月,南京-雨花台区
深圳电竞风暴科技有限公司,python爬虫开发工程师,1.5-3万/月,深圳-南山区
上海汇正财经顾问有限公司,爬虫开发主管（Python语言）,2.5-3万/月,上海
深圳市动车电气股份有限公司,软件开发工程师（爬虫Python）,1-1.8万/月,深圳-龙岗区
上海讯实网络科技有限公司,Python爬虫工程师,1-1.5万/月,上海-浦东新区
深圳融天云科软件技术有限公司,后台开发（Python）,1.2-1.6万/月,深圳-南山区
艾瑞咨询集团,爬虫工程师,0.8-1万/月,广州-天河区
上海讯实网络科技有限公司,DBA/ETL工程师（MySQL）,0.8-1.2万/月,上海
扬伦信息咨询(上海)有限公司,数据分析（高级）经理,2-3万/月,上海-静安区
杭州凡闻科技有限公司,逆向工程师,1-2万/月,杭州-西湖区
中国太平保险集团稽核中心,非现场监测部-数据库管理岗,0.8-1.5万/月,深圳-福田区
